,phase,character,idusers,idnetwork,hint_cloth,hint_col,hat_guess,shirt_guess,pant_guess,shoe_guess,glove_guess,hat,shirt,pant,shoe,glove,score_hat,score_shirt,score_pant,score_shoe,score_glove,score,num_corrects,num_mistakes,grey,winner,grp_act_num,grp_num_corrects,grp_num_mistakes,pos
712,2.0,Harry,1879,2,scarpe,celeste,10.0,10.0,10.0,6.0,7.0,6,2,9,6,7,0.0,0.0,0.0,10.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,3.0,a
714,2.0,Daniel,1692,2,guanti,blu,10.0,10.0,10.0,3.0,10.0,9,9,8,3,5,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,2.0,a
715,2.0,Piero,2247,2,pantaloni,giallo,10.0,10.0,3.0,10.0,7.0,7,7,3,2,6,0.0,0.0,10.0,0.0,-5.0,5.0,1.0,1.0,3.0,0.0,5.0,15.0,1.0,a
717,2.0,Rafael,1287,2,felpa,violetto,10.0,7.0,1.0,10.0,10.0,3,7,1,1,3,0.0,10.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,1.0,5.0,7.0,0.0,a
718,2.0,Willard,965,2,cappello,rosso,1.0,6.0,9.0,8.0,3.0,1,1,9,8,3,10.0,-5.0,10.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,23.0,1.0,a
724,2.0,Clemente,2161,2,pantaloni,giallo,9.0,1.0,3.0,1.0,7.0,9,1,3,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,0.0,a
725,2.0,Joseph,1290,2,guanti,celeste,10.0,10.0,10.0,10.0,6.0,6,2,8,2,6,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,10.0,4.0,a
726,2.0,Giotto,912,2,pantaloni,nero,7.0,10.0,9.0,2.0,9.0,7,8,9,2,9,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,19.0,0.0,a
731,2.0,Dustin,1019,2,cappello,nero,9.0,10.0,10.0,10.0,10.0,9,4,8,6,5,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,1.0,5.0,5.0,1.0,a
732,2.0,Adriano,546,2,guanti,verde,10.0,10.0,3.0,10.0,4.0,4,8,3,6,4,0.0,0.0,10.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,13.0,0.0,a
734,2.0,Fred,1915,2,pantaloni,bianco,8.0,10.0,8.0,10.0,10.0,8,4,8,1,9,10.0,0.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,1.0,5.0,10.0,3.0,a
735,2.0,Ruben,1695,2,pantaloni,verde,6.0,2.0,4.0,6.0,1.0,6,2,4,6,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,a
738,2.0,Bobby,2254,2,felpa,celeste,10.0,6.0,10.0,6.0,10.0,2,6,6,6,7,0.0,10.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,13.0,0.0,a
739,2.0,Stefano,1987,2,scarpe,rosso,10.0,10.0,10.0,1.0,10.0,4,5,1,1,8,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,10.0,1.0,a
740,2.0,Andrea,1415,2,pantaloni,nero,10.0,10.0,9.0,10.0,10.0,3,7,9,7,4,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,11.0,3.0,a
743,2.0,Gabriele,1895,2,scarpe,rosso,6.0,6.0,3.0,1.0,2.0,6,6,3,1,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,2.0,a
747,2.0,Nelson,1925,2,felpa,bianco,7.0,8.0,10.0,8.0,6.0,7,8,6,8,6,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,14.0,5.0,a
750,2.0,Giocondo,2003,2,cappello,violetto,7.0,2.0,7.0,4.0,5.0,7,2,7,4,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,2.0,a
753,2.0,Piero,2256,2,felpa,violetto,10.0,7.0,3.0,10.0,10.0,7,7,3,2,6,0.0,10.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,15.0,1.0,b
756,2.0,Gabriele,2011,2,pantaloni,giallo,6.0,6.0,3.0,1.0,2.0,6,6,3,1,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,2.0,b
757,2.0,Joseph,1157,2,pantaloni,bianco,9.0,9.0,9.0,10.0,3.0,6,2,8,2,6,-5.0,-5.0,-5.0,0.0,-5.0,-20.0,0.0,4.0,1.0,0.0,5.0,10.0,4.0,b
758,2.0,Andrea,804,2,felpa,violetto,10.0,7.0,10.0,7.0,4.0,3,7,9,7,4,0.0,10.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,3.0,b
759,2.0,Adriano,542,2,pantaloni,giallo,10.0,10.0,3.0,10.0,4.0,4,8,3,6,4,0.0,0.0,10.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,13.0,0.0,b
761,2.0,Giocondo,1711,2,pantaloni,violetto,7.0,2.0,7.0,4.0,6.0,7,2,7,4,5,10.0,10.0,10.0,10.0,-5.0,35.0,4.0,1.0,0.0,0.0,5.0,21.0,2.0,b
766,2.0,Stefano,1784,2,pantaloni,rosso,10.0,10.0,1.0,1.0,10.0,4,5,1,1,8,0.0,0.0,10.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,10.0,1.0,b
767,2.0,Rafael,798,2,scarpe,rosso,10.0,10.0,10.0,1.0,10.0,3,7,1,1,3,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,7.0,0.0,b
768,2.0,Clemente,2176,2,cappello,nero,9.0,1.0,3.0,1.0,7.0,9,1,3,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,0.0,b
770,2.0,Dustin,991,2,scarpe,celeste,10.0,10.0,10.0,6.0,10.0,9,4,8,6,5,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,1.0,5.0,5.0,1.0,b
772,2.0,Ruben,1930,2,felpa,arancione,6.0,2.0,4.0,6.0,1.0,6,2,4,6,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,b
777,2.0,Giotto,913,2,scarpe,arancione,10.0,10.0,9.0,2.0,10.0,7,8,9,2,9,0.0,0.0,10.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,19.0,0.0,b
779,2.0,Willard,956,2,pantaloni,nero,1.0,1.0,9.0,10.0,3.0,1,1,9,8,3,10.0,10.0,10.0,0.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,23.0,1.0,b
780,2.0,Harry,1900,2,felpa,arancione,10.0,2.0,10.0,10.0,10.0,6,2,9,6,7,0.0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,11.0,3.0,b
788,2.0,Daniel,1843,2,scarpe,giallo,10.0,10.0,10.0,3.0,10.0,9,9,8,3,5,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,2.0,b
789,2.0,Fred,1948,2,cappello,bianco,8.0,10.0,4.0,10.0,10.0,8,4,8,1,9,10.0,0.0,-5.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,10.0,3.0,b
791,2.0,Bobby,2251,2,scarpe,celeste,10.0,6.0,10.0,6.0,10.0,2,6,6,6,7,0.0,10.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,13.0,0.0,b
793,2.0,Nelson,1671,2,guanti,celeste,10.0,8.0,3.0,7.0,6.0,7,8,6,8,6,0.0,10.0,-5.0,-5.0,10.0,10.0,2.0,2.0,1.0,0.0,5.0,14.0,5.0,b
794,2.0,Nelson,1772,2,pantaloni,celeste,7.0,10.0,6.0,10.0,10.0,7,8,6,8,6,10.0,0.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,14.0,5.0,c
796,2.0,Giotto,445,2,guanti,nero,7.0,8.0,9.0,2.0,9.0,7,8,9,2,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,0.0,c
798,2.0,Harry,1996,2,guanti,violetto,6.0,3.0,8.0,6.0,7.0,6,2,9,6,7,10.0,-5.0,-5.0,10.0,10.0,20.0,3.0,2.0,0.0,0.0,5.0,11.0,3.0,c
803,2.0,Piero,2087,2,cappello,violetto,7.0,10.0,3.0,2.0,6.0,7,7,3,2,6,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,15.0,1.0,c
805,2.0,Clemente,2105,2,scarpe,rosso,9.0,1.0,3.0,1.0,7.0,9,1,3,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,0.0,c
806,2.0,Joseph,1132,2,cappello,celeste,6.0,2.0,10.0,2.0,10.0,6,2,8,2,6,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,4.0,c
807,2.0,Stefano,1682,2,felpa,blu,4.0,5.0,10.0,10.0,8.0,4,5,1,1,8,10.0,10.0,0.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,1.0,c
809,2.0,Giocondo,1980,2,scarpe,verde,10.0,2.0,7.0,4.0,5.0,7,2,7,4,5,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,2.0,c
814,2.0,Adriano,169,2,felpa,bianco,4.0,8.0,10.0,6.0,10.0,4,8,3,6,4,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,c
817,2.0,Gabriele,1924,2,cappello,celeste,6.0,6.0,8.0,3.0,2.0,6,6,3,1,2,10.0,10.0,-5.0,-5.0,10.0,20.0,3.0,2.0,0.0,0.0,5.0,21.0,2.0,c
818,2.0,Andrea,1506,2,scarpe,violetto,10.0,7.0,10.0,7.0,10.0,3,7,9,7,4,0.0,10.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,3.0,c
821,2.0,Bobby,2107,2,pantaloni,celeste,2.0,10.0,6.0,10.0,7.0,2,6,6,6,7,10.0,0.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,c
824,2.0,Ruben,1684,2,guanti,rosso,6.0,2.0,4.0,6.0,1.0,6,2,4,6,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,c
825,2.0,Fred,1938,2,guanti,nero,10.0,4.0,10.0,10.0,9.0,8,4,8,1,9,0.0,10.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,1.0,5.0,10.0,3.0,c
826,2.0,Willard,1121,2,scarpe,bianco,1.0,1.0,9.0,8.0,3.0,1,1,9,8,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,1.0,c
829,2.0,Rafael,1301,2,cappello,giallo,3.0,10.0,10.0,10.0,10.0,3,7,1,1,3,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,7.0,0.0,c
830,2.0,Dustin,336,2,pantaloni,bianco,10.0,10.0,8.0,10.0,10.0,9,4,8,6,5,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,4.0,1.0,5.0,5.0,1.0,c
832,2.0,Daniel,1795,2,cappello,nero,9.0,9.0,1.0,10.0,10.0,9,9,8,3,5,10.0,10.0,-5.0,0.0,0.0,15.0,2.0,1.0,2.0,0.0,5.0,9.0,2.0,c
840,2.0,Clemente,2102,2,guanti,violetto,9.0,1.0,3.0,1.0,7.0,9,1,3,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,0.0,d
841,2.0,Andrea,1476,2,cappello,giallo,3.0,5.0,3.0,1.0,4.0,3,7,9,7,4,10.0,-5.0,-5.0,-5.0,10.0,5.0,2.0,3.0,0.0,0.0,5.0,11.0,3.0,d
844,2.0,Fred,1770,2,felpa,verde,10.0,4.0,10.0,10.0,9.0,8,4,8,1,9,0.0,10.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,1.0,5.0,10.0,3.0,d
845,2.0,Bobby,2117,2,guanti,violetto,2.0,10.0,6.0,10.0,7.0,2,6,6,6,7,10.0,0.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,d
846,2.0,Piero,2101,2,guanti,celeste,7.0,10.0,3.0,2.0,6.0,7,7,3,2,6,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,15.0,1.0,d
852,2.0,Gabriele,1961,2,guanti,arancione,6.0,6.0,10.0,10.0,2.0,6,6,3,1,2,10.0,10.0,0.0,0.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,21.0,2.0,d
853,2.0,Daniel,1670,2,pantaloni,bianco,9.0,9.0,8.0,10.0,10.0,9,9,8,3,5,10.0,10.0,10.0,0.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,9.0,2.0,d
854,2.0,Adriano,176,2,cappello,verde,4.0,8.0,10.0,6.0,10.0,4,8,3,6,4,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,d
864,2.0,Joseph,1130,2,scarpe,arancione,6.0,2.0,10.0,2.0,10.0,6,2,8,2,6,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,4.0,d
865,2.0,Ruben,1844,2,scarpe,celeste,6.0,10.0,10.0,6.0,1.0,6,2,4,6,1,10.0,0.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,21.0,0.0,d
866,2.0,Dustin,10,2,felpa,verde,10.0,4.0,3.0,10.0,10.0,9,4,8,6,5,0.0,10.0,-5.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,5.0,1.0,d
867,2.0,Nelson,1979,2,cappello,violetto,7.0,8.0,10.0,8.0,6.0,7,8,6,8,6,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,14.0,5.0,d
868,2.0,Harry,1893,2,cappello,celeste,6.0,10.0,8.0,10.0,7.0,6,2,9,6,7,10.0,0.0,-5.0,0.0,10.0,15.0,2.0,1.0,2.0,0.0,5.0,11.0,3.0,d
869,2.0,Stefano,1745,2,cappello,verde,4.0,2.0,10.0,10.0,10.0,4,5,1,1,8,10.0,-5.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,10.0,1.0,d
870,2.0,Giotto,456,2,felpa,bianco,7.0,8.0,10.0,10.0,9.0,7,8,9,2,9,10.0,10.0,0.0,0.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,19.0,0.0,d
871,2.0,Giocondo,1885,2,felpa,arancione,10.0,2.0,7.0,4.0,5.0,7,2,7,4,5,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,2.0,d
876,2.0,Willard,1120,2,felpa,rosso,1.0,1.0,9.0,8.0,3.0,1,1,9,8,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,1.0,d
877,2.0,Rafael,815,2,guanti,giallo,10.0,10.0,10.0,10.0,3.0,3,7,1,1,3,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,7.0,0.0,d
878,2.0,Joseph,1115,2,felpa,arancione,6.0,2.0,10.0,2.0,10.0,6,2,8,2,6,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,4.0,e
879,2.0,Giocondo,2029,2,guanti,blu,6.0,2.0,7.0,4.0,5.0,7,2,7,4,5,-5.0,10.0,10.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,21.0,2.0,e
880,2.0,Giotto,462,2,cappello,violetto,7.0,8.0,9.0,2.0,9.0,7,8,9,2,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,0.0,e
881,2.0,Piero,2097,2,scarpe,arancione,7.0,10.0,3.0,2.0,6.0,7,7,3,2,6,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,15.0,1.0,e
882,2.0,Andrea,802,2,guanti,verde,10.0,7.0,10.0,7.0,4.0,3,7,9,7,4,0.0,10.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,3.0,e
883,2.0,Harry,1892,2,pantaloni,nero,6.0,10.0,9.0,10.0,7.0,6,2,9,6,7,10.0,0.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,3.0,e
892,2.0,Daniel,1724,2,felpa,nero,9.0,9.0,1.0,10.0,10.0,9,9,8,3,5,10.0,10.0,-5.0,0.0,0.0,15.0,2.0,1.0,2.0,0.0,5.0,9.0,2.0,e
894,2.0,Nelson,2050,2,scarpe,bianco,7.0,2.0,9.0,8.0,1.0,7,8,6,8,6,10.0,-5.0,-5.0,10.0,-5.0,5.0,2.0,3.0,0.0,0.0,5.0,14.0,5.0,e
895,2.0,Gabriele,1738,2,felpa,celeste,6.0,6.0,3.0,1.0,2.0,6,6,3,1,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,2.0,e
897,2.0,Rafael,1296,2,pantaloni,rosso,10.0,7.0,1.0,10.0,10.0,3,7,1,1,3,0.0,10.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,1.0,5.0,7.0,0.0,e
900,2.0,Adriano,174,2,scarpe,celeste,4.0,8.0,10.0,6.0,10.0,4,8,3,6,4,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,e
904,2.0,Bobby,2120,2,cappello,arancione,2.0,10.0,6.0,10.0,7.0,2,6,6,6,7,10.0,0.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,0.0,e
905,2.0,Willard,1114,2,guanti,giallo,1.0,1.0,9.0,8.0,3.0,1,1,9,8,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,23.0,1.0,e
906,2.0,Stefano,1891,2,guanti,bianco,4.0,5.0,10.0,10.0,8.0,4,5,1,1,8,10.0,10.0,0.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,1.0,e
911,2.0,Clemente,2094,2,felpa,rosso,10.0,1.0,10.0,1.0,7.0,9,1,3,1,7,0.0,10.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,23.0,0.0,e
913,2.0,Fred,1965,2,scarpe,rosso,3.0,4.0,2.0,1.0,9.0,8,4,8,1,9,-5.0,10.0,-5.0,10.0,10.0,20.0,3.0,2.0,0.0,1.0,5.0,10.0,3.0,e
914,2.0,Dustin,825,2,guanti,blu,10.0,10.0,10.0,10.0,5.0,9,4,8,6,5,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,1.0,5.0,5.0,1.0,e
916,2.0,Ruben,1950,2,cappello,celeste,6.0,10.0,10.0,6.0,1.0,6,2,4,6,1,10.0,0.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,21.0,0.0,e
923,2.0,Giancarlo,351,3,scarpe,celeste,2.0,7.0,5.0,6.0,2.0,2,7,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
924,2.0,Graziano,398,3,pantaloni,violetto,10.0,10.0,4.0,10.0,10.0,2,5,7,5,3,0.0,0.0,-5.0,0.0,0.0,-5.0,0.0,1.0,4.0,0.0,5.0,14.0,4.0,a
926,2.0,Franco,813,3,felpa,blu,5.0,5.0,5.0,6.0,3.0,5,5,5,6,2,10.0,10.0,10.0,10.0,-5.0,35.0,4.0,1.0,0.0,0.0,5.0,18.0,6.0,a
928,2.0,Danilo,2048,3,felpa,arancione,1.0,2.0,10.0,1.0,10.0,1,2,7,1,7,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,0.0,5.0,19.0,2.0,a
929,2.0,Raffaello,1773,3,scarpe,bianco,2.0,8.0,4.0,8.0,3.0,2,8,6,8,3,10.0,10.0,-5.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,21.0,1.0,a
931,2.0,Herbert,1501,3,guanti,arancione,10.0,10.0,10.0,10.0,2.0,6,5,7,2,2,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,11.0,4.0,a
932,2.0,Mark,369,3,guanti,celeste,1.0,10.0,6.0,8.0,6.0,1,7,6,8,6,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,16.0,7.0,a
933,2.0,Benjamin,1663,3,scarpe,bianco,8.0,1.0,1.0,8.0,2.0,8,1,1,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
935,2.0,Ray,922,3,guanti,celeste,3.0,3.0,9.0,2.0,6.0,3,3,9,2,6,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
936,2.0,Wesley,2180,3,cappello,giallo,3.0,2.0,5.0,8.0,8.0,3,2,5,8,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,a
938,2.0,Giacomo,2060,3,felpa,bianco,6.0,8.0,5.0,7.0,8.0,6,8,5,7,7,10.0,10.0,10.0,10.0,-5.0,35.0,4.0,1.0,0.0,0.0,5.0,20.0,4.0,a
939,2.0,Juri,2108,3,scarpe,nero,10.0,10.0,10.0,9.0,8.0,1,9,4,9,8,0.0,0.0,0.0,10.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,20.0,1.0,a
942,2.0,Joshua,557,3,guanti,giallo,4.0,1.0,10.0,3.0,3.0,4,1,7,3,3,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,20.0,1.0,a
944,2.0,Jeffery,556,3,felpa,arancione,7.0,2.0,5.0,10.0,5.0,7,2,5,7,5,10.0,10.0,10.0,0.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,24.0,0.0,a
947,2.0,Luis,2075,3,pantaloni,bianco,8.0,3.0,8.0,4.0,7.0,8,3,8,4,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
949,2.0,Seth,62,3,pantaloni,nero,8.0,3.0,9.0,7.0,9.0,8,3,9,7,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
950,2.0,Troy,356,3,cappello,violetto,5.0,10.0,10.0,9.0,10.0,7,6,9,9,4,-5.0,0.0,0.0,10.0,0.0,5.0,1.0,1.0,3.0,0.0,5.0,14.0,5.0,a
951,2.0,Giacinto,915,3,felpa,rosso,5.0,1.0,9.0,3.0,1.0,5,1,9,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
955,2.0,Virgil,2093,3,guanti,celeste,10.0,10.0,10.0,10.0,6.0,3,1,2,4,6,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,10.0,0.0,a
957,2.0,Ian,1888,3,felpa,arancione,1.0,2.0,4.0,9.0,1.0,1,2,7,8,2,10.0,10.0,-5.0,-5.0,-5.0,5.0,2.0,3.0,0.0,0.0,5.0,19.0,6.0,a
958,2.0,Emilio,671,3,cappello,giallo,3.0,4.0,5.0,9.0,1.0,3,5,6,6,2,10.0,-5.0,-5.0,-5.0,-5.0,-10.0,1.0,4.0,0.0,0.0,5.0,10.0,8.0,a
960,2.0,Roland,1300,3,scarpe,bianco,5.0,10.0,10.0,8.0,6.0,1,5,3,8,6,-5.0,0.0,0.0,10.0,10.0,15.0,2.0,1.0,2.0,0.0,5.0,13.0,1.0,a
962,2.0,Rosario,1777,3,scarpe,giallo,4.0,3.0,6.0,3.0,1.0,4,3,6,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,a
966,2.0,Troy,360,3,scarpe,nero,7.0,6.0,9.0,9.0,10.0,7,6,9,9,4,10.0,10.0,10.0,10.0,0.0,40.0,4.0,0.0,1.0,1.0,5.0,14.0,5.0,b
967,2.0,Ray,934,3,cappello,giallo,3.0,3.0,9.0,2.0,6.0,3,3,9,2,6,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
970,2.0,Herbert,1591,3,felpa,blu,7.0,5.0,2.0,9.0,6.0,6,5,7,2,2,-5.0,10.0,-5.0,-5.0,-5.0,-10.0,1.0,4.0,0.0,0.0,5.0,11.0,4.0,b
974,2.0,Giancarlo,355,3,guanti,arancione,2.0,7.0,5.0,6.0,2.0,2,7,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
975,2.0,Ian,1985,3,cappello,rosso,1.0,2.0,4.0,9.0,1.0,1,2,7,8,2,10.0,10.0,-5.0,-5.0,-5.0,5.0,2.0,3.0,0.0,0.0,5.0,19.0,6.0,b
977,2.0,Wesley,2167,3,felpa,arancione,3.0,2.0,5.0,8.0,8.0,3,2,5,8,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,b
979,2.0,Mark,364,3,felpa,violetto,2.0,7.0,6.0,8.0,4.0,1,7,6,8,6,-5.0,10.0,10.0,10.0,-5.0,20.0,3.0,2.0,0.0,0.0,5.0,16.0,7.0,b
980,2.0,Virgil,2092,3,cappello,giallo,10.0,10.0,10.0,10.0,6.0,3,1,2,4,6,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,10.0,0.0,b
982,2.0,Franco,800,3,scarpe,celeste,5.0,5.0,5.0,6.0,3.0,5,5,5,6,2,10.0,10.0,10.0,10.0,-5.0,35.0,4.0,1.0,0.0,0.0,5.0,18.0,6.0,b
984,2.0,Graziano,676,3,felpa,blu,3.0,5.0,10.0,5.0,3.0,2,5,7,5,3,-5.0,10.0,0.0,10.0,10.0,25.0,3.0,1.0,1.0,0.0,5.0,14.0,4.0,b
987,2.0,Seth,208,3,felpa,giallo,8.0,3.0,9.0,7.0,9.0,8,3,9,7,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
988,2.0,Joshua,548,3,felpa,rosso,4.0,1.0,10.0,3.0,3.0,4,1,7,3,3,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,20.0,1.0,b
992,2.0,Danilo,2054,3,cappello,rosso,1.0,2.0,8.0,1.0,8.0,1,2,7,1,7,10.0,10.0,-5.0,10.0,-5.0,20.0,3.0,2.0,0.0,0.0,5.0,19.0,2.0,b
993,2.0,Emilio,507,3,pantaloni,celeste,8.0,3.0,6.0,7.0,9.0,3,5,6,6,2,-5.0,-5.0,10.0,-5.0,-5.0,-10.0,1.0,4.0,0.0,0.0,5.0,10.0,8.0,b
